"MEASURE - Index"

,YEAR,"2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"Fiji","  Research and Development",0.096835278,0.057135202,0.0701150671,0.0351177454,0.0904962942,0.0683798641,0.1324032694,0.1301643699,0.1364878118,0.1416203529,0.1598586142,0.1059314385
"Fiji","  Industry activity",0.3134138584,0.3911626041,0.3533435166,0.4055266678,0.3529277742,0.4781802595,0.4110349417,0.4380930364,0.3936265111,0.3591571748,0.3758704364,0.3824532032
"Fiji","  Access to finance",0.75613451,0.7996962667,0.7915145755,0.7675527334,0.7478371263,0.7459571958,0.7194566727,0.7000911236,0.724755168,0.7682878971,0.769744575,0.7965169549
"Finland","Overall index",0.845492661,0.850274682,0.8253911734,0.8762040734,0.874242425,0.8978996277,0.8882898688,0.8801716566,0.8650989532,0.8788932562,0.8733439445,0.8742513061
"Finland","  ICT",0.7521451712,0.5942004323,0.6122843623,0.8440086246,0.8283343911,0.8579074144,0.8045752048,0.7797635198,0.7425698042,0.8865578175,0.8756611943,0.8769134283
"Finland","  Skills",0.911136806,0.8884084821,0.8821532726,0.8502241373,0.8625050187,0.8503630757,0.8480945826,0.8736286163,0.8729864955,0.7684018016,0.7880149484,0.7875812054
"Finland","  Research and Development",0.5151557922,0.5487452149,0.5290871859,0.5235661864,0.5470406413,0.5380406976,0.5520963073,0.5489718914,0.5537410378,0.5764704943,0.5892651081,0.598051548
"Finland","  Industry activity",0.7923005223,0.8554881215,0.8280029893,0.8108791113,0.7798413634,0.8130106926,0.7686889172,0.7828577161,0.7780866623,0.7411754131,0.7431902289,0.7288606763
"Finland","  Access to finance",0.7510680556,0.7839918733,0.7830153108,0.7797539234,0.7844099998,0.7843042612,0.7688458562,0.7593862414,0.7684885859,0.7945318222,0.7896073461,0.7972977161
"France","Overall index",0.8547514081,0.931073904,0.9106334448,0.911836803,0.9220427275,0.9320755601,0.9407577515,0.9258515239,0.9214256406,0.9022798538,0.8947029114,0.8948928118
"France","  ICT",0.5663977861,0.7456487417,0.7623482347,0.7674500346,0.7800869346,0.775456965,0.7397409678,0.7672193646,0.7638210654,0.7851065397,0.8325557113,0.843519628
"France","  Skills",0.8763059378,0.8645374179,0.8474394679,0.8213840127,0.8346843123,0.8160965443,0.8089540601,0.7969359756,0.8010341525,0.7131860256,0.7204071283,0.719938755
"France","  Research and Development",0.7951169014,0.7996590734,0.8031673431,0.7984703183,0.7982040048,0.7847518325,0.7948823571,0.7742933631,0.7692024112,0.7591253519,0.7436374426,0.7281444669
"France","  Industry activity",0.7540327311,0.7801815867,0.7664143443,0.8025508523,0.7785933614,0.8262701035,0.8219041228,0.8275777698,0.8245078921,0.8043692112,0.7952005267,0.7910760641
"France","  Access to finance",0.7831757665,0.815961957,0.8047824502,0.7986915112,0.8016467094,0.7952383161,0.7763109207,0.7624044418,0.7702822685,0.8030970693,0.8092004061,0.8234679103
"Gabon","Overall index",0.240331471,0.1754170954,0.2099683136,0.2596364319,0.2136694491,0.2655914128,0.2710424364,0.2876696587,0.3238467872,0.2686838806,0.3072698712,0.3320533335
"Gabon","  ICT",0.1205634177,0.0961752087,0.1039140224,0.1152915806,0.1215472296,0.1622674912,0.1817505509,0.2069675773,0.2402991652,0.169763118,0.2853853405,0.3428645432
"Gabon","  Skills",0.5014457703,0.4765806198,0.467476368,0.4483910501,0.4414666593,0.4220433235,0.4130417109,0.4135212004,0.4122130573,0.3563807309,0.3609624207,0.3677098751
"Gabon","  Research and Development",0,0,0,0.0351177454,0.0350087434,0,0,0,0.0518781506,0,0.0637999699,0.0637770966
"Gabon","  Industry activity",0.4632962346,0.4069571197,0.4610576332,0.5044077039,0.4538866282,0.6556219459,0.5737617016,0.5812482238,0.617341876,0.6217879057,0.6488289237,0.6290685534
"Gabon","  Access to finance",0.3213587105,0.2908171117,0.3000515997,0.2464127243,0.3022859097,0.3333797157,0.3518497348,0.3137218058,0.3140208721,0.3270313442,0.2549905181,0.3268601
"Gambia","Overall index",0.0190714337,0.0321697295,0.0660588592,0.0869740322,0.0365573801,0,0,0.0492383316,0.0315506421,0.0130325872,0.013795983,0.0019861886
"Gambia","  ICT",0.1191115156,0.0982391089,0.1009119153,0.1075269952,0.1039818078,0.0529055707,0.058175344,0.0621745884,0.0675498322,0.1707178801,0.1615744829,0.1076881886
"Gambia","  Skills",0.187844485,0.1760922372,0.1714434773,0.1471202224,0.1311832964,0.1127743497,0.1042137444,0.1100567281,0.1031734571,0.0898212343,0.0907091424,0.0899467617
"Gambia","  Research and Development",0,0,0,0,0,0,0,0.0666332245,0.0518781506,0,0.0318999849,0.0318885408
"Gambia","  Industry activity",0.0537674129,0.2611787021,0.3419341147,0.2930992842,0.312477231,0.3662751913,0.2831836641,0.3107433319,0.2827647328,0.2247511297,0.2911534309,0.2739423215
"Gambia","  Access to finance",0.263029933,0.292640835,0.2784250677,0.2789948881,0.3213089705,0.3087337911,0.2584734559,0.1938790977,0.1933814287,0.2176423073,0.1104300022,0.1717419475
"Georgia","Overall index",0.3261737227,0.2967956364,0.2986712158,0.3505857289,0.3673397005,0.3797724545,0.3965432942,0.4119398296,0.4313749671,0.4099999964,0.4348988533,0.4358450472
"Georgia","  ICT",0.3357400298,0.2525127232,0.2556141019,0.3037317395,0.4812961221,0.4751562476,0.5303086638,0.536442101,0.5297642946,0.5153766274,0.5539982915,0.5482376814
"Georgia","  Skills",0.5205581188,0.5305127501,0.5050517917,0.5050264597,0.5087044239,0.49412781,0.4905453324,0.5038738251,0.5137251616,0.4733285606,0.4946421087,0.4914005399
"Georgia","  Research and Development",0.096835278,0.083701551,0.0984189212,0.0702354759,0.1295477599,0.1570772678,0.1452627033,0.1268481612,0.141463086,0.1597368568,0.1781602055,0.1835149676
"Georgia","  Industry activity",0.355232656,0.3849350512,0.3923032582,0.4669508636,0.4035238326,0.4747285843,0.4031947255,0.4349178374,0.5087653399,0.4098671675,0.4538157284,0.4548443556
"Georgia","  Access to finance",0.5832704306,0.5968326926,0.5647299886,0.554402709,0.5742199421,0.5852593184,0.5797812343,0.5894642472,0.6193161607,0.6797837019,0.6739943027,0.7007870078
"Germany","Overall index",0.9388437271,0.9342152476,0.917974472,0.9622693658,0.9737076163,0.982809782,0.9775264263,0.9491319656,0.9455983639,0.9440692663,0.9252977371,0.9184977412
"Germany","  ICT",0.8160130382,0.6437918544,0.6582460999,0.8734814525,0.8714104891,0.8669112921,0.8100263476,0.7842858434,0.7816268802,0.8795116544,0.8570282459,0.8382612467
"Germany","  Skills",0.8814678192,0.8650985956,0.8630692959,0.8379251361,0.8547526598,0.8349916339,0.828156352,0.8197529316,0.8234378695,0.7295638919,0.740798831,0.7406736016
"Germany","  Research and Development",0.8247095346,0.8401015997,0.8441640735,0.8471065164,0.8506401181,0.8320464492,0.8323227167,0.816018641,0.8114045262,0.8026657104,0.7948568463,0.7907480001
"Germany","  Industry activity",0.7867441773,0.8114973903,0.8079004288,0.8164997697,0.7976614237,0.8431569338,0.8310124278,0.8359729648,0.8374196887,0.8175788522,0.8226228356,0.8166462779
"Germany","  Access to finance",0.8020564914,0.8264446259,0.8133783937,0.7806602716,0.7733343244,0.764752686,0.7404810786,0.7213363647,0.7222556472,0.7473223209,0.7458879352,0.7551750541
"Ghana","Overall index",0.14333193,0.1354805231,0.1312235445,0.2121434361,0.1919485927,0.2175725102,0.1975959092,0.1959075183,0.2926130891,0.2565573752,0.2637968957,0.2838185728
"Ghana","  ICT",0.1045959368,0.0887882486,0.0882739797,0.2308947742,0.363632828,0.3296654224,0.307168752,0.312546283,0.3578225076,0.2749277353,0.3322042525,0.3345562816
"Ghana","  Skills",0.2568171918,0.2682296038,0.2805495858,0.2662002444,0.2743194997,0.2577210069,0.2619119883,0.2660334408,0.2489959896,0.2414256483,0.2419064641,0.2428802699
"Ghana","  Research and Development",0.0800912529,0.0931835026,0.0555648655,0.0702354759,0.0812877938,0.1083795056,0.1324032694,0.0935315415,0.1827126592,0.1566346139,0.1762015224,0.206751138
"Ghana","  Industry activity",0.2905352414,0.3432264626,0.3147481382,0.3490796387,0.247351706,0.4123268723,0.2878035009,0.2556005716,0.3860694766,0.4040317535,0.3738215268,0.4388863146
"Ghana","  Access to finance",0.4005987942,0.4252469242,0.3989146948,0.3861401677,0.4007459581,0.4033862948,0.317101419,0.3133040369,0.3334295154,0.3527624905,0.3270653486,0.3001078069
"Greece","Overall index",0.5873498917,0.5882484317,0.6053428054,0.62811625,0.6001001,0.645778656,0.6573374271,0.6564190388,0.6604906321,0.6413582563,0.6514156461,0.6553275585
"Greece","  ICT",0.4820005,0.4562021196,0.4631009996,0.4839940965,0.479758203,0.5608491898,0.5375546813,0.5389709473,0.5464199185,0.6519630551,0.6837592125,0.6863887906
"Greece","  Skills",0.7445355058,0.7088522315,0.7260610461,0.7125793099,0.7034125328,0.6999258399,0.7168492079,0.6969999671,0.7106197476,0.6259517074,0.6322152615,0.6329841614
"Greece","  Research and Development",0.3733744919,0.4029254615,0.4693392813,0.4419567287,0.4362019002,0.462204814,0.4661114514,0.4798737466,0.4697609246,0.4313772619,0.4691306353,0.4840745032
"Greece","  Industry activity",0.4575453997,0.5201949477,0.5089998841,0.5431949496,0.5032515526,0.5716911554,0.5270966291,0.5427708626,0.5677499771,0.5239846706,0.5350114703,0.5488812327
"Greece","  Access to finance",0.7727690339,0.8080710769,0.7874435186,0.8327875137,0.8426902294,0.8362496495,0.823664844,0.8131013513,0.8104912639,0.8269354105,0.803388536,0.7851180434
"Guatemala","Overall index",0.2210370004,0.1771246493,0.1871428788,0.2264330983,0.1550417244,0.170385614,0.1829773039,0.2177173644,0.2397814691,0.2347342074,0.2327579409,0.2804576755
"Guatemala","  ICT",0.1263985187,0.1033981591,0.1077877134,0.1158412471,0.1066819504,0.129292205,0.204002589,0.2136030495,0.2871141732,0.3415349424,0.3416256607,0.4771795571
"Guatemala","  Skills",0.3193996847,0.3148660362,0.299480617,0.2847607434,0.2603338063,0.2295181304,0.2314424068,0.2216720134,0.2043560892,0.1832966954,0.1856487691,0.1850852668
"Guatemala","  Research and Development",0.0546707697,0,0.0555648655,0.0351177454,0.0350087434,0.034189932,0,0.0333166122,0.0654629618,0.0748653337,0.0740694776,0.1059314385
"Guatemala","  Industry activity",0.4262606502,0.4761509597,0.4455866814,0.5065060854,0.4296790063,0.5283535719,0.4646170139,0.4772001803,0.4925881028,0.446316421,0.4659141302,0.4709739983
"Guatemala","  Access to finance",0.540990293,0.5454490185,0.507258296,0.4858611226,0.4973757565,0.5551924109,0.5292522311,0.5106389523,0.5233765244,0.548920691,0.5395491719,0.5459480882
"Guinea","Overall index",0.0666104332,0,0.0293612313,0.1330319047,0.0606421679,0.0712339133,0.0531526245,0.092860654,0.0815512612,0.0248811822,0.0123263318,0.0451364815
"Guinea","  ICT",0.092555806,0.0726784244,0.0720528811,0.0726747289,0.0613006763,0.0031969091,0.0082730353,0.0142313913,0.0217167474,0.0566531681,0.0157273076,0.1020865291
"Guinea","  Skills",0.1424222142,0.1344695985,0.1248103306,0.1151293367,0.1067675576,0.0982130915,0.0854411721,0.0860377923,0.0900667161,0.0771107972,0.0782390013,0.0780297592
"Guinea","  Research and Development",0,0,0,0,0,0,0,0.0333166122,0,0,0,0
"Guinea","  Industry activity",0.5021799803,0.3285164535,0.4357489347,0.5663794875,0.4162923098,0.5679575801,0.4629277289,0.3962127566,0.4461790621,0.2398340106,0.3142291605,0.3252941072
"Guinea","  Access to finance",0.0860441402,0.072777696,0,0.0815947205,0.230215475,0.2245557606,0.170357734,0.2041323781,0.2457565367,0.241141513,0.1917759329,0.2378069311
"Guyana","Overall index",0.2551266849,0.2360707521,0.2450965494,0.2840182781,0.257414192,0.2536181211,0.2039351314,0.2676517367,0.2848296463,0.2063965797,0.2557649314,0.2651698291
"Guyana","  ICT",0.1651162058,0.1340237707,0.1557246596,0.1869834661,0.2717071474,0.1524811834,0.1479808539,0.3065067232,0.3051964641,0.2037871778,0.3265301883,0.3362164497
"Guyana","  Skills",0.3724210858,0.3465475142,0.3368901312,0.3172119856,0.3238922656,0.3287332952,0.3206134439,0.3155685663,0.3113463223,0.2721417844,0.2778046131,0.2787404656
"Guyana","  Research and Development",0,0,0,0,0,0,0,0,0,0,0,0
"Guyana","  Industry activity",0.5036792755,0.4780864716,0.4550496638,0.4590806365,0.403927803,0.519605279,0.3289364874,0.3318130076,0.4790602922,0.3803557158,0.4124394357,0.4380626976
"Guyana","  Access to finance",0.4921290576,0.59701401,0.5853622556,0.5848392844,0.5995538831,0.6100152731,0.6009212732,0.6064499021,0.6086561084,0.6132720113,0.614982307,0.6225258112
"Haiti","Overall index",0.0546122156,0.0406504944,0.0591138825,0.0967289656,0.0252685826,0.0231176633,0.0274687055,0.0649060979,0.064002201,0.0579623841,0.0531649105,0.04374028
"Haiti","  ICT",0.1245666668,0.1004102975,0.1019693241,0.1059575826,0.0959881991,0.0386509709,0.0407402404,0.0450159796,0.1669588089,0.2219947129,0.1924076378,0.1784774363
"Haiti","  Skills",0.1954999268,0.1756329983,0.1607274413,0.1442640275,0.1362423003,0.1224651188,0.1088096276,0.104275018,0.1020314097,0.0879449919,0.0925771296,0.0958549455
"Haiti","  Research and Development",0,0,0.0555648655,0.0351177454,0,0,0,0.0528055653,0,0,0.0318999849,0
"Haiti","  Industry activity",0.1951842159,0.2311660796,0.2026430219,0.248040989,0.1981755942,0.3430343866,0.2989318967,0.2439407855,0.2286847234,0.1991046369,0.2068807036,0.2012283057
"Haiti","  Access to finance",0.2749328315,0.3948508501,0.3812431395,0.365778476,0.3965278268,0.4433390498,0.4047793448,0.3869854212,0.3709134161,0.3974355757,0.385458231,0.4162968993
"Honduras","Overall index",0.221452564,0.1840875596,0.1689087003,0.2068209052,0.1379258484,0.1260493696,0.1477832645,0.1913570315,0.1756974906,0.1955965906,0.2019384503,0.2041685879
"Honduras","  ICT",0.1339030564,0.1132925823,0.1140824556,0.1183305681,0.1096440926,0.0760523379,0.1494147032,0.2040143758,0.2053865492,0.3382514417,0.3015249968,0.2796289027
"Honduras","  Skills",0.3783474565,0.3693611622,0.3195651174,0.29311499,0.2966209352,0.26618132,0.2446324527,0.2265520841,0.201377213,0.1988690645,0.1824342906,0.1800343096
"Honduras","  Research and Development",0.0344934203,0,0,0,0,0,0,0.0333166122,0.0327314734,0.0322427526,0.0895545781,0.1059314385
"Honduras","  Industry activity",0.2416260689,0.3102591038,0.2838208079,0.3401892185,0.2274740487,0.3268356323,0.2635087967,0.2777236104,0.2685662508,0.2260377258,0.2826992571,0.2803388238
"Honduras","  Access to finance",0.6713227034,0.6852812767,0.6618151665,0.6407870054,0.6474024653,0.6589723229,0.6478063464,0.6338725686,0.6356739402,0.6751542687,0.6728758812,0.702118516
"Hungary","Overall index",0.6898536682,0.6957153678,0.7283427119,0.7006587982,0.7392978072,0.7218645811,0.7215380669,0.6526315808,0.6802310348,0.7006732225,0.7017941475,0.6717725992
"Hungary","  ICT",0.6674311757,0.5382788181,0.6673417687,0.5124845505,0.7402055264,0.7457575798,0.7045875788,0.5026353002,0.6881445646,0.8258851767,0.8748476505,0.8256964087
"Hungary","  Skills",0.7535434365,0.7483082414,0.7389805317,0.6997141242,0.716611445,0.6888914704,0.680886507,0.6875967979,0.6651871204,0.5706204772,0.5732890368,0.5730074644
"Hungary","  Research and Development",0.3755550683,0.4128354192,0.4465358555,0.4700595438,0.4429771602,0.3954124749,0.4343066514,0.4018919468,0.4103962779,0.4640516341,0.4458687305,0.3954344988
"Hungary","  Industry activity",0.7767388821,0.7982568145,0.7956556082,0.8235394955,0.8034420013,0.8288649917,0.8025413752,0.800806582,0.7944411039,0.7638341784,0.7711455226,0.7727558017
"Hungary","  Access to finance",0.6752712727,0.7176846266,0.7009286284,0.6958515644,0.6938516498,0.6558660865,0.608858943,0.5725864172,0.52972579,0.5443262458,0.5357789993,0.5473272204
"Iceland","Overall index",0.8244732022,0.7686795592,0.7551686168,0.7973096371,0.7664054036,0.7711544037,0.7693753839,0.745578289,0.7628413439,0.7014861703,0.7090674043,0.7117265463
"Iceland","  ICT",0.8090065718,0.6404687166,0.7187647223,0.914506793,0.9005269408,0.9101616144,0.8546155095,0.8212925196,0.9403356314,0.8640469909,0.900811553,0.9004741907
"Iceland","  Skills",0.9735620618,0.9798343778,1,0.9520049095,0.9807011485,0.967862308,0.9736705422,0.9888711572,0.9871367812,0.8728974462,0.8804641366,0.8830627799
"Iceland","  Research and Development",0.2790631354,0.2466114014,0.2148462981,0.2130556107,0.2164757699,0.1802604944,0.2283907235,0.2346235812,0.2352430522,0.2157045007,0.2475950271,0.2633781433
"Iceland","  Industry activity",0.6343297362,0.6238446832,0.5890314579,0.5906821489,0.5424003601,0.5905944705,0.5205362439,0.5197065473,0.5149262547,0.4617588222,0.4208802581,0.4062286019
"Iceland","  Access to finance",1,0.9808478951,0.9387933612,0.9142667651,0.8763194084,0.8385252357,0.8027533293,0.764254272,0.7517591119,0.7685150504,0.7738076448,0.7932057977
"India","Overall index",0.4661466777,0.4742399156,0.4760346413,0.5476869345,0.5541011095,0.5502787232,0.5727883577,0.5874336958,0.6022131443,0.5682293177,0.5805113316,0.6205454469
"India","  ICT",0.1050711423,0.0876141787,0.0888065994,0.2983917594,0.2945000529,0.2627117634,0.25185588,0.2517196536,0.2751055062,0.2176500708,0.3391777873,0.4344394207
"India","  Skills",0.2915179729,0.2916295528,0.2957149744,0.2779880762,0.2969590127,0.3064800203,0.307284981,0.3075026274,0.3194010258,0.2874725461,0.3081514239,0.3117662966
"India","  Research and Development",0.6232281327,0.6451380849,0.6576455235,0.6652340889,0.7112919092,0.6998562813,0.7130163908,0.7293074131,0.7494504452,0.7595026493,0.7661415339,0.7908934951
"India","  Industry activity",0.7119280696,0.7514567971,0.7574488521,0.7468737364,0.7133613825,0.7576480508,0.7649965882,0.7528905869,0.752278924,0.7335923314,0.705566287,0.6996087432
"India","  Access to finance",0.6426454186,0.6775476336,0.6515806317,0.6548625827,0.6647983193,0.6615304351,0.637712121,0.6193649173,0.6231446266,0.6365604401,0.6318301558,0.6471560597
"Indonesia","Overall index",0.2994813025,0.2849227488,0.2929196656,0.3281300664,0.2942206562,0.3024779856,0.310005188,0.3951081038,0.3936603963,0.3872850537,0.401801616,0.402505517
"Indonesia","  ICT",0.1769119054,0.1392923743,0.1474606097,0.1418181956,0.148349613,0.1003785357,0.1307641417,0.3933190107,0.3953672945,0.3613282442,0.3705577254,0.3895243704
"Indonesia","  Skills",0.3149675429,0.3241057992,0.3075066805,0.3136548698,0.315936476,0.3122027814,0.3180822134,0.3106878102,0.3080293834,0.2691755891,0.2816521227,0.2849665284
"Indonesia","  Research and Development",0.1842752993,0.2272484601,0.2346061468,0.2011516392,0.2067928463,0.246490702,0.2368443012,0.26442191,0.2745522261,0.3509785533,0.4101549089,0.380905211
"Indonesia","  Industry activity",0.592869401,0.5941445231,0.5923182368,0.6474608779,0.5994690657,0.6683483124,0.6086548567,0.6021455526,0.6025025249,0.5572397709,0.564787209,0.5625672936
"Indonesia","  Access to finance",0.5284219384,0.5391992927,0.5269472599,0.5160164833,0.5498932004,0.5668991804,0.5522776246,0.5343583226,0.5546677113,0.5824215412,0.576022625,0.5864374638
"Iran (Islamic Republic of)","Overall index",0.3204068542,0.2968015075,0.3133657873,0.336314857,0.3136604428,0.302762568,0.3276925385,0.3732998371,0.4361114502,0.4150954187,0.4330783188,0.4637694359
"Iran (Islamic Republic of)","  ICT",0.1394448727,0.1136223972,0.1258003861,0.1382449567,0.2014195025,0.0953451842,0.1099703163,0.1426687241,0.3068097532,0.3361051679,0.3961465955,0.5108225942
"Iran (Islamic Republic of)","  Skills",0.4270764887,0.4184809625,0.4325062931,0.4240539372,0.4335654974,0.4380691946,0.4910222888,0.4806776643,0.4782763124,0.4243693948,0.4379129708,0.4382022321
"Iran (Islamic Republic of)","  Research and Development",0.353009671,0.3831725717,0.398109585,0.3362048864,0.335688889,0.3717211187,0.3711487949,0.419568032,0.4585431516,0.4461861849,0.4643124342,0.4581883252
"Iran (Islamic Republic of)","  Industry activity",0.2110844851,0.2572984993,0.2534205019,0.2987606227,0.2273489535,0.3097449243,0.2414701283,0.2534741163,0.2809625268,0.2568572164,0.2844611406,0.2835273147
"Iran (Islamic Republic of)","  Access to finance",0.649109602,0.6576977372,0.6566104889,0.6612926722,0.6722487211,0.6675492525,0.6164878011,0.6204634309,0.6576029658,0.7084729075,0.7052799463,0.7134635448
"Iraq","Overall index",0.1323624402,0.0986260623,0.0855714008,0.1297273487,0.0920801237,0.0367349237,0.0741714686,0.1061714962,0.1210148409,0.2178793699,0.1574529111,0.1930284798
"Iraq","  ICT",0.2977870107,0.217976436,0.2119866461,0.2090885043,0.2017707378,0.0210857037,0.0304625724,0.0379506536,0.0557913631,0.4079449773,0.15299429,0.2865627408
"Iraq","  Skills",0.4231486619,0.4055597484,0.4049354494,0.3826614022,0.370672375,0.3580988646,0.3418472707,0.3293863535,0.3424340189,0.3068109453,0.3130191863,0.3486853838
"Iraq","  Research and Development",0.0800912529,0.0720966011,0.1111297458,0.0985879675,0.151305303,0.175369814,0.1850184053,0.187063098,0.2145413905,0.2657881677,0.2998271286,0.2734011114
"Iraq","  Industry activity",0.2049307972,0.2192237079,0,0,0,0,0,0,0,0,0.0433801487,0
"Iraq","  Access to finance",0.0278155152,0.0309295952,0.079010956,0.1519842744,0.1805793494,0.1936985105,0.1545134783,0.1251098812,0.2053921521,0.2379970998,0.2268642783,0.2295268923
"Ireland","Overall index",0.8577274084,0.8665624857,0.8624374866,0.9105559587,0.9255626798,0.9907534122,1,0.9562247396,0.9408744574,0.9148331881,0.9103687406,0.9231164455
"Ireland","  ICT",0.6087504625,0.5017501712,0.5235283971,0.7465398908,0.7427842617,0.9519249201,0.9552553892,0.9165490866,0.9270532727,0.8193592429,0.8270530701,0.832746923
"Ireland","  Skills",0.8675833344,0.8738517165,0.8860593438,0.8783515096,0.8930596709,0.88720119,0.8792614341,0.8855443597,0.8902177811,0.8100661635,0.8338066936,0.8360293508
"Ireland","  Research and Development",0.4596064389,0.4876483679,0.4953848124,0.4610232115,0.5294079185,0.5031373501,0.5190044045,0.5052827001,0.5254056454,0.5629556179,0.5629938841,0.5971486568
"Ireland","  Industry activity",1,1,1,1,1,1,1,1,1,1,1,1
"Ireland","  Access to finance",0.9047084451,0.9454081059,0.9338100553,0.872294724,0.8410791159,0.8263940811,0.7951332927,0.725491643,0.6288861036,0.6312130094,0.6081424952,0.6000058651
"Israel","Overall index",0.7564272881,0.7842822075,0.8053587079,0.8109424114,0.8429270983,0.8665987849,0.8667243719,0.8730273843,0.8777132034,0.8556409478,0.8386828899,0.8366901278
"Israel","  ICT",0.4102925956,0.4098289609,0.5362429023,0.5584757328,0.6851302981,0.6776324511,0.6401564479,0.7083275318,0.7201283574,0.7028013468,0.6903144717,0.6944730878
"Israel","  Skills",0.9003181458,0.883100152,0.8621574044,0.8402140141,0.8627241254,0.8630569577,0.8378350139,0.8462182283,0.8459149599,0.7485644221,0.751372993,0.752681613
"Israel","  Research and Development",0.5676885247,0.5776974559,0.5759599209,0.5788069367,0.575527668,0.58816576,0.6056649089,0.5967680216,0.598590076,0.6039061546,0.60812217,0.5982943177
"Israel","  Industry activity",0.7844999433,0.8448076248,0.8761256933,0.8639374971,0.8456301689,0.8809219003,0.8849784732,0.8869305849,0.9078838229,0.8921904564,0.8872665763,0.8719946146
"Israel","  Access to finance",0.7263397574,0.7561557889,0.7258302569,0.723320365,0.7289345264,0.7194899917,0.6904351711,0.6775107384,0.6835387349,0.7057676315,0.7035611868,0.7150188684
"Italy","Overall index",0.8058187366,0.7947853208,0.7843013406,0.7955137491,0.8103551269,0.8189418316,0.8043521643,0.7889554501,0.775270164,0.7750936747,0.768926084,0.7648880482
"Italy","  ICT",0.8020923734,0.6122745275,0.6220514774,0.6408768892,0.6485741138,0.6344393492,0.5944311023,0.581386447,0.5570666194,0.648839891,0.6791983843,0.6775164008
"Italy","  Skills",0.7983059883,0.7831856608,0.775436461,0.7454363704,0.760029912,0.7484147549,0.7398614287,0.7238606811,0.7173841596,0.6311497092,0.640938282,0.6407238841
"Italy","  Research and Development",0.6886748672,0.6898937225,0.7015610933,0.6944319606,0.731551528,0.7195135951,0.6885632277,0.6819824576,0.6861422062,0.6980980635,0.6875922084,0.6795639396
"Italy","  Industry activity",0.6655398011,0.6884791851,0.6726096272,0.7056302428,0.6808367968,0.7398573756,0.7158505321,0.7235685587,0.7136811018,0.6836141348,0.6986765265,0.6983655691
"Italy","  Access to finance",0.7658159137,0.7937079668,0.7862818837,0.7919501066,0.7954050303,0.7889124155,0.7636314631,0.7479903698,0.7496592402,0.7698131204,0.7539889812,0.749997139
"Jamaica","Overall index",0.2529875934,0.274725318,0.2595466971,0.3101458848,0.2588682175,0.2698253989,0.2585858703,0.2767046392,0.2746026516,0.3100466132,0.3111591935,0.3241435289
"Jamaica","  ICT",0.1835485399,0.3130101264,0.3214184642,0.3247912228,0.3281379044,0.3383093476,0.2961673439,0.3014147878,0.3120772243,0.5014086366,0.5145249963,0.5530087948
"Jamaica","  Skills",0.4909066856,0.4846927524,0.476973772,0.4559919238,0.4616053104,0.4416263402,0.4361493587,0.4428091049,0.4313264489,0.3783030212,0.3837781549,0.3824997544
"Jamaica","  Research and Development",0.0689868405,0.083701551,0,0.0556603111,0.0350087434,0.0883796811,0.0677793622,0.0935315415,0.0908237621,0.1227595434,0.105969429,0.0974925607
"Jamaica","  Industry activity",0.2204584479,0.2689620852,0.2982725501,0.3604471087,0.3266282082,0.3409890831,0.2927449048,0.259755075,0.2866319716,0.2558715641,0.2912891805,0.3175689876
"Jamaica","  Access to finance",0.5343236327,0.5676652789,0.5345054865,0.5089188814,0.524977982,0.536178112,0.5084680319,0.4822762311,0.4905003309,0.5318241119,0.5298941135,0.5405260324
"Japan","Overall index",0.9126647115,0.908352077,0.8994991779,0.8895076513,0.89987427,0.8909986019,0.8889669776,0.8826526999,0.8736799955,0.8892515898,0.8758174777,0.8708915114
"Japan","  ICT",0.9992223978,0.7843312621,0.8267281055,0.8398278356,0.8243150115,0.8247045875,0.7680282593,0.7792671919,0.7712728381,0.931601584,0.9278107285,0.9084311724
"Japan","  Skills",0.6697509289,0.6519429684,0.6448093653,0.6155704856,0.6314969063,0.6209942698,0.6079466939,0.5986431241,0.5890228152,0.5183457136,0.5271623135,0.5261179805
"Japan","  Research and Development",0.8240743279,0.830825448,0.8167761564,0.8186230659,0.8202211857,0.7889440656,0.7869005799,0.7644709945,0.7560403347,0.755317986,0.7491873503,0.7442491055
"Japan","  Industry activity",0.7822495699,0.7925485969,0.794079423,0.7965661883,0.780200541,0.7992464304,0.7870363593,0.80325073,0.8049769998,0.7861840725,0.7894564867,0.7850752473
"Japan","  Access to finance",0.9095600247,0.9374278188,0.9314213395,0.913658917,0.9084943533,0.9034577012,0.8965260983,0.8944013715,0.899959147,0.9297627211,0.9326413274,0.9374978542
"Jordan","Overall index",0.4604995251,0.4292730689,0.4180159271,0.4744120836,0.4011633396,0.4177427292,0.4139515162,0.4229377508,0.4595742226,0.4819236994,0.4926946759,0.5013223886
"Jordan","  ICT",0.2718195915,0.2363746464,0.2495536208,0.333254844,0.3257782459,0.3245488405,0.3127973974,0.3231154382,0.4613085091,0.4979557395,0.5217057467,0.5472025275
"Jordan","  Skills",0.6192909479,0.596562326,0.5841994286,0.5421373248,0.5246593952,0.4941369891,0.4910357296,0.4868426919,0.479039818,0.4253951311,0.4346705675,0.4327737689
"Jordan","  Research and Development",0.1601825058,0.1818418354,0.1865736693,0.2512448728,0.1682994813,0.2216116041,0.2040961385,0.208788082,0.2215326875,0.323820442,0.3615418971,0.3674024642
